scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level,source_link,row_index
Aublysodon,Aublysodon,blunt tooth,Carnivore,6.0,800.0,2.0,Bipedal,Late Cretaceous (Maastrichtian),North America (USA),Poorly known theropod; possibly juvenile tyrannosaur,1868,"Judith River Formation, Montana",Named from teeth only; possibly invalid genus,Unknown,https://en.wikipedia.org/wiki/Aublysodon,405
Augustynolophus,Augustynolophus,Augustyn's crested lizard,Herbivore,9.0,3500.0,3.5,Quadrupedal,Late Cretaceous (Maastrichtian),"North America (California, USA)",Lambeosaurine hadrosaur with nasal crest,2014,"Mount Diablo Formation, California",State dinosaur of California; hollow crest,Medium,https://en.wikipedia.org/wiki/Augustynolophus,406
Auroraceratops,Auroraceratops,dawn horned face,Herbivore,1.2,20.0,0.7,Quadrupedal,Early Cretaceous (Aptian),Asia (China),Basal ceratopsian with short frill,2005,"Yellow Cat Member, Gansu, China",Small and early relative of Triceratops,Low,https://en.wikipedia.org/wiki/Auroraceratops,407
Aurornis,Aurornis,dawn bird,Carnivore,0.5,1.5,0.3,Bipedal,Jurassic (Oxfordian),Asia (China),Early avialan; close to the origin of birds,2013,"Tiaojishan Formation, Liaoning, China",Feathered; possibly older than Archaeopteryx,High,https://en.wikipedia.org/wiki/Aurornis,408
Australodocus,Australodocus,southern beam,Herbivore,15.0,12000.0,5.5,Quadrupedal,Late Jurassic (Tithonian),Africa (Tanzania),Diplodocoid sauropod with long neck,2007,"Tendaguru Formation, Tanzania",Tall neural spines; possibly related to Brachiosaurus,Low,https://en.wikipedia.org/wiki/Australodocus,409
Australovenator,Australovenator,southern hunter,Carnivore,6.0,500.0,2.0,Bipedal,Cretaceous (Albian),Australia,Allosaurid-like predator; agile hunter,2009,"Winton Formation, Queensland","Sharp claws, fast runner, ""cheetah of its time""",High,https://en.wikipedia.org/wiki/Australovenator,410
Austrocheirus,Austrocheirus,southern hand,Carnivore,5.0,400.0,1.8,Bipedal,Late Cretaceous (Campanian–Maastrichtian),South America (Argentina),Theropod with unusual hand bones,2009,"Chorrillo Formation, Argentina",Poorly known; possibly related to abelisaurs,Medium,https://en.wikipedia.org/wiki/Austrocheirus,411
Austroraptor,Austroraptor,southern thief,Carnivore,6.0,300.0,1.8,Bipedal,Late Cretaceous (Maastrichtian),South America (Argentina),Large dromaeosaurid with reduced arms,2008,"Bajo de Santa Rosa, Argentina",Teeth resemble fish eaters; short forelimbs,High,https://en.wikipedia.org/wiki/Austroraptor,412
Aviatyrannis,Aviatyrannis,tyrant grandmother,Carnivore,1.0,5.0,0.5,Bipedal,Late Jurassic (Kimmeridgian),Europe (Portugal),Early tyrannosauroid; small predator,2003,"Lourinhã Formation, Portugal",May represent early stage in tyrannosaur evolution,Medium,https://en.wikipedia.org/wiki/Aviatyrannis,413
Bactrosaurus?,Bactrosaurus,club lizard,Herbivore,6.0,1500.0,2.5,Quadrupedal,Late Cretaceous (Campanian),"Asia (China, Mongolia)",Early hadrosauroid; possible ancestor of duckbills,1933,"Iren Dabasu Formation, Inner Mongolia",Well-developed forelimbs; transitional body plan,Medium,https://en.wikipedia.org/wiki/Bactrosaurus,414
Bagaraatan,Bagaraatan,small hunter,Carnivore,3.0,100.0,1.2,Bipedal,Late Cretaceous (Maastrichtian),Asia (Mongolia),Theropod of uncertain placement; lightweight predator,1996,"Nemegt Formation, Mongolia",Known from hindlimbs and jaws; classification debated,Medium,https://en.wikipedia.org/wiki/Bagaraatan,415
Bahariasaurus,Bahariasaurus,Bahariya lizard,Carnivore,11.0,4000.0,3.5,Bipedal,Late Cretaceous (Cenomanian),Africa (Egypt),"Large theropod, possibly a carcharodontosaurid",1934,"Bahariya Formation, Egypt",Fossils destroyed in WWII; poorly known,Medium,https://en.wikipedia.org/wiki/Bahariasaurus,416
Bainoceratops,Bainoceratops,Bain's horned face,Herbivore,2.0,100.0,1.0,Quadrupedal,Late Cretaceous (Santonian–Campanian),Asia (Mongolia),Ceratopsian; may be juvenile Protoceratops,2003,"Barun Goyot Formation, Mongolia",Very limited material; validity debated,Low,https://en.wikipedia.org/wiki/Bainoceratops,417
Bajadasaurus,Bajadasaurus,Bajada lizard,Herbivore,9.0,3500.0,3.5,Quadrupedal,Early Cretaceous (Barremian),South America (Argentina),Dicraeosaurid with long forward-curving neck spines,2019,"Bajada Colorada Formation, Argentina",Neck spines likely defensive; short skull,Low,https://en.wikipedia.org/wiki/Bajadasaurus,418
Bakesaurus,Bakesaurus,Unknown,Unknown,,,,Unknown,Unknown,Unknown,Name listed in some databases; possibly invalid,Unknown,Unknown,Potential nomen nudum or database artifact,Unknown,https://dino.fandom.com/wiki/Bakesaurus,419
Balaur,Balaur,dragon,Carnivore,2.0,40.0,1.0,Bipedal,Late Cretaceous (Maastrichtian),Europe (Romania),Unusual dromaeosaur with double sickle claws,2010,"Hațeg Basin, Romania",Possibly secondarily flightless avialan,High,https://en.wikipedia.org/wiki/Balaur,420
Balochisaurus,Balochisaurus,Balochistan lizard,Herbivore,10.0,6000.0,4.0,Quadrupedal,Late Cretaceous (Maastrichtian),Asia (Pakistan),Titanosaurian sauropod from Indo-Pakistan region,2006,"Vitakri Formation, Balochistan",Discovered with Sulaimanisaurus; limited remains,Low,https://en.wikipedia.org/wiki/Balochisaurus,421
Banji,Banji,striped (from Mandarin),Carnivore,0.6,1.5,0.4,Bipedal,Late Cretaceous (Maastrichtian),Asia (China),Small oviraptorid with crest,2010,"Nanxiong Formation, Jiangxi, China",Slender jaws; closely related to Citipati,High,https://en.wikipedia.org/wiki/Banji,422
Baotianmansaurus,Baotianmansaurus,Baotianman lizard,Herbivore,12.0,8000.0,4.5,Quadrupedal,Late Cretaceous (Cenomanian–Turonian),Asia (China),Titanosaur sauropod from central China,2009,"Baotianman area, Henan Province",Vertebrae and limb bones; typical titanosaur traits,Low,https://en.wikipedia.org/wiki/Baotianmansaurus,423
Barilium,Barilium,heavy ilium,Herbivore,8.0,3000.0,3.0,Quadrupedal,Early Cretaceous (Valanginian),Europe (England),Iguanodontian dinosaur; robust build,2010,"Wealden Group, East Sussex","Once confused with Iguanodon; large, heavy limb bones",Medium,https://en.wikipedia.org/wiki/Barilium,424
Barrosasaurus,Barrosasaurus,Barrosa lizard,Herbivore,15.0,10000.0,5.0,Quadrupedal,Late Cretaceous (Turonian–Coniacian),South America (Argentina),Titanosaur sauropod discovered in Patagonia,2009,"Sierra Barrosa, Neuquén Province",Known from dorsal vertebrae; typical titanosaur anatomy,Low,https://en.wikipedia.org/wiki/Barrosasaurus,425
Barsboldia,Barsboldia,Barsbold’s [dinosaur],Herbivore,10.0,5000.0,4.0,Quadrupedal,Late Cretaceous (Maastrichtian),Asia (Mongolia),Hadrosaurid with tall neural spines,1981,"Nemegt Formation, Mongolia",Possibly used for display or thermoregulation,Medium,https://en.wikipedia.org/wiki/Barsboldia,426
Batyrosaurus,Batyrosaurus,Batyra lizard,Herbivore,5.0,1800.0,2.5,Quadrupedal,Late Cretaceous (Santonian),Asia (Kazakhstan),Basal hadrosauroid with transitional traits,2012,"Bostobe Formation, Kazakhstan",Skull shows early development of duckbill shape,Medium,https://en.wikipedia.org/wiki/Batyrosaurus,427
Baurutitan,Baurutitan,Bauru titan,Herbivore,14.0,9000.0,4.5,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Brazil),Titanosaur sauropod named after Bauru Basin,2005,"Serra da Galga Formation, Brazil",Known from vertebrae; shares traits with Trigonosaurus,Low,https://en.wikipedia.org/wiki/Baurutitan,428
Bayosaurus,Bayosaurus,Bayyo lizard,Carnivore,2.5,30.0,1.0,Bipedal,Late Cretaceous (Turonian),South America (Argentina),Small coelurosaur; likely a noasaurid,2010,"Bayo Overo Formation, Patagonia",Hindlimb material; agile predator,Medium,https://en.wikipedia.org/wiki/Bayosaurus,429
Beelemodon,Beelemodon,Unknown,Unknown,,,,Unknown,Unknown,Unknown,Possibly a fictitious or misattributed name,Unknown,Unknown,No valid paleontological record found,Unknown,https://dino.fandom.com/wiki/Beelemodon,430
Beishanlong,Beishanlong,Beishan dragon,Omnivore,8.0,600.0,2.5,Bipedal,Early Cretaceous (Aptian),Asia (China),Large ornithomimosaur; early and primitive,2009,"Moheyan Formation, Gansu Province",One of the largest known early ornithomimosaurs,Medium,https://en.wikipedia.org/wiki/Beishanlong,431
Berberosaurus,Berberosaurus,Berber lizard,Carnivore,5.0,400.0,2.0,Bipedal,Early Jurassic (Pliensbachian–Toarcian),Africa (Morocco),Early theropod; possibly ceratosaurian,2007,"Tazouda, High Atlas, Morocco",One of the oldest known African theropods,Medium,https://en.wikipedia.org/wiki/Berberosaurus,432
Betasuchus,Betasuchus,Beta crocodile,Carnivore,4.0,250.0,1.5,Bipedal,Late Cretaceous (Maastrichtian),Europe (Netherlands),Poorly known theropod; originally misclassified as crocodylian,1883,"Maastricht Formation, Netherlands",Only femur found; uncertain placement,Unknown,https://en.wikipedia.org/wiki/Betasuchus,433
Bicentenaria,Bicentenaria,bicentennial [lizard],Carnivore,2.5,20.0,0.9,Bipedal,Late Cretaceous (Turonian),South America (Argentina),Basal coelurosaur; agile predator,2012,"Campo Los Chivos, Neuquén Province",Named to commemorate Argentina's bicentennial,Medium,https://en.wikipedia.org/wiki/Bicentenaria,434
Bienosaurus,Bienosaurus,Bien’s lizard,Herbivore,,,,Bipedal,Early Jurassic (Hettangian),Asia (China),Fragmentary thyreophoran; very limited material,2001,"Lufeng Formation, Yunnan Province",Jaw fragments only; may not be valid genus,Unknown,https://en.wikipedia.org/wiki/Bienosaurus,435
Bihariosaurus,Bihariosaurus,Bihor lizard,Unknown,,,,Bipedal,Late Cretaceous,Europe (Romania),Poorly known genus; based on very limited fossils,1983,"Bihor Mountains, Romania",Possibly an ornithopod or juvenile hadrosaur,Unknown,https://en.wikipedia.org/wiki/Bihariosaurus,436
Bissektipelta,Bissektipelta,Bissekty shield,Herbivore,5.0,1200.0,1.5,Quadrupedal,Late Cretaceous (Turonian),Asia (Uzbekistan),Ankylosaur; first known from Uzbekistan,2006,"Bissekty Formation, Uzbekistan",Named from skull fragments and armor plates,Low,https://en.wikipedia.org/wiki/Bissektipelta,437
Bistahieversor,Bistahieversor,Bisti destroyer,Carnivore,9.0,2500.0,3.0,Bipedal,Late Cretaceous (Campanian),"North America (New Mexico, USA)",Early tyrannosaurid; smaller than T. rex,2010,"Kirtland Formation, New Mexico",Mix of primitive and advanced tyrannosaur traits,High,https://en.wikipedia.org/wiki/Bistahieversor,438
Blasisaurus,Blasisaurus,Blasi lizard,Herbivore,6.0,1800.0,2.5,Quadrupedal,Late Cretaceous (Maastrichtian),Europe (Spain),Lambeosaurine hadrosaur with distinct skull features,2010,"Blasi site, Arén Formation, Spain",Closely related to Arenysaurus; nasal crest morphology,Medium,https://en.wikipedia.org/wiki/Blasisaurus,439
Blikanasaurus,Blikanasaurus,Blikana lizard,Herbivore,6.0,1200.0,2.5,Bipedal,Triassic (Norian),Africa (South Africa),Basal sauropodomorph; known from limb material,1999,"Elliot Formation, South Africa",Stocky hindlimbs; possible quadrupedal tendency,Low,https://en.wikipedia.org/wiki/Blikanasaurus,440
Bolong,Bolong,Bo dragon,Herbivore,4.0,700.0,1.8,Quadrupedal,Early Cretaceous (Aptian),Asia (China),Basal hadrosauroid with primitive features,2010,"Yixian Formation, Hebei Province",Well-preserved skeleton; small duckbill relative,Medium,https://en.wikipedia.org/wiki/Bolong,441
Bonapartenykus,Bonapartenykus,Bonaparte’s claw,Omnivore,2.0,25.0,1.0,Bipedal,Late Cretaceous (Campanian–Maastrichtian),South America (Argentina),Alvarezsaurid with associated eggs,2012,"Allen Formation, Río Negro, Argentina",One of the few theropods found with fossil eggs,High,https://en.wikipedia.org/wiki/Bonapartenykus,442
Bonatitan,Bonatitan,Bonaparte's titan,Herbivore,10.0,7000.0,4.0,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Argentina),Titanosaur sauropod; named after paleontologist Bonaparte,2004,"Allen Formation, Argentina",Small-bodied titanosaur with cranial material preserved,Low,https://en.wikipedia.org/wiki/Bonatitan,443
Bonitasaura,Bonitasaura,Bonita lizard,Herbivore,10.0,6000.0,3.5,Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),South America (Argentina),Titanosaur with unusual jaw shape,2004,"Anacleto Formation, Patagonia",Lower jaw with beak-like tip and rear teeth,Low,https://en.wikipedia.org/wiki/Bonitasaura,444
Borealosaurus,Borealosaurus,Northern lizard,Herbivore,15.0,10000.0,4.5,Quadrupedal,Late Cretaceous (Cenomanian),Asia (China),Titanosauriform; limited vertebral remains,2004,"Nenjiang Formation, Liaoning Province",Poorly known; some titanosaurian features present,Low,https://en.wikipedia.org/wiki/Borealosaurus,445
Bothriospondylus,Bothriospondylus,excavated vertebra,Herbivore,15.0,11000.0,4.5,Quadrupedal,Jurassic (Oxfordian),"Europe (England, France)",Sauropod of uncertain classification; very fragmentary,1875,"Kimmeridge Clay, England",Vertebrae only; multiple misidentified species historically,Low,https://en.wikipedia.org/wiki/Bothriospondylus,446
Brachyceratops,Brachyceratops,short horned face,Herbivore,2.0,150.0,1.0,Quadrupedal,Late Cretaceous (Campanian),"North America (Montana, USA)",Juvenile ceratopsian; may not be a valid genus,1914,"Two Medicine Formation, Montana",May be immature form of another ceratopsid,Low,https://en.wikipedia.org/wiki/Brachyceratops,447
Brachypodosaurus,Brachypodosaurus,short-footed lizard,Unknown,,,,Unknown,Late Cretaceous (Maastrichtian),Asia (India),Poorly known; possible ankylosaur or ornithischian,1934,"Lameta Formation, India",Only humerus known; dubious classification,Unknown,https://en.wikipedia.org/wiki/Brachypodosaurus,448
Bradycneme,Bradycneme,slow leg,Carnivore,2.0,15.0,0.8,Bipedal,Late Cretaceous (Maastrichtian),Europe (Romania),Possibly a bird or small theropod,1975,"Sânpetru Beds, Hațeg Basin",Only partial leg bones known; taxonomically uncertain,Unknown,https://en.wikipedia.org/wiki/Bradycneme,449
Brasilotitan,Brasilotitan,Brazil titan,Herbivore,14.0,9000.0,4.5,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Brazil),Titanosaurid sauropod with unique vertebrae,2013,"Adamantina Formation, São Paulo",Possesses notched jaw and distinct vertebrae features,Low,https://en.wikipedia.org/wiki/Brasilotitan,450
Bravoceratops,Bravoceratops,wild horned face,Herbivore,6.0,2000.0,2.5,Quadrupedal,Late Cretaceous (Campanian),"North America (Texas, USA)",Chasmosaurine ceratopsid; only partial skull found,2013,"Javelina Formation, Texas",Large parietal and frill elements suggest new genus,Medium,https://en.wikipedia.org/wiki/Bravoceratops,451
Breviceratops,Breviceratops,short horned face,Herbivore,1.5,70.0,0.8,Quadrupedal,Late Cretaceous (Campanian),Asia (Mongolia),Small protoceratopsid; early horned dinosaur,1975,"Djadochta Formation, Mongolia",Small frill and beak; possibly juvenile of another genus,Low,https://en.wikipedia.org/wiki/Breviceratops,452
Brohisaurus,Brohisaurus,Brohi lizard,Herbivore,15.0,12000.0,5.0,Quadrupedal,Late Jurassic (Tithonian),Asia (Pakistan),Basal titanosauriform; oldest known from South Asia,2006,"Saman Suk Formation, Balochistan",Vertebrae and limb fragments; uncertain placement,Low,https://en.wikipedia.org/wiki/Brohisaurus,453
Brontomerus,Brontomerus,thunder thighs,Herbivore,14.0,12000.0,4.5,Quadrupedal,Early Cretaceous (Aptian),"North America (Utah, USA)",Macronarian sauropod with large thigh muscles,2011,"Cedar Mountain Formation, Utah",Hip structure suggests powerful leg muscles,Low,https://en.wikipedia.org/wiki/Brontomerus,454
Brontosaurus,Brontosaurus,thunder lizard,Herbivore,22.0,15000.0,6.0,Quadrupedal,Late Jurassic (Kimmeridgian–Tithonian),North America (USA),Famous diplodocid; once merged with Apatosaurus,1879,"Morrison Formation, Wyoming/Utah",Long neck and tail; revalidated as separate genus,Low,https://en.wikipedia.org/wiki/Brontosaurus,455
Bruhathkayosaurus,Bruhathkayosaurus,huge-bodied lizard,Herbivore,,,,Quadrupedal,Late Cretaceous (Maastrichtian),Asia (India),One of the largest sauropods; highly disputed,1989,"Kallamedu Formation, Tamil Nadu",Only fragmentary bones; some claim fossil misidentified,Low,https://en.wikipedia.org/wiki/Bruhathkayosaurus,456
Burianosaurus,Burianosaurus,Burian’s lizard,Herbivore,3.5,200.0,1.3,Bipedal,Late Cretaceous (Cenomanian),Europe (Czech Republic),Basal ornithopod named after Czech artist Z. Burian,2017,Peruc-Korycany Formation,Femur and partial limb remains; rare central European find,Medium,https://en.wikipedia.org/wiki/Burianosaurus,457
Byronosaurus,Byronosaurus,Byron’s lizard,Carnivore,1.5,10.0,0.7,Bipedal,Late Cretaceous (Campanian),Asia (Mongolia),Troodontid with good eyesight and sharp teeth,2000,"Djadokhta Formation, Mongolia",No serrated teeth; possibly omnivorous,High,https://en.wikipedia.org/wiki/Byronosaurus,458
Caenagnathasia,Caenagnathasia,recent jaw from Asia,Omnivore,0.8,3.0,0.5,Bipedal,Late Cretaceous (Turonian),Asia (Uzbekistan),Tiny oviraptorosaur; among smallest known non-avian dinos,1994,"Bissekty Formation, Uzbekistan",Jaw structure similar to birds,High,https://en.wikipedia.org/wiki/Caenagnathasia,459
Calamosaurus,Calamosaurus,reed lizard,Carnivore,3.5,60.0,1.2,Bipedal,Early Cretaceous (Valanginian),Europe (England),Poorly known coelurosaur from fragmentary remains,1891,"Wealden Group, Isle of Wight",Long slender bones; uncertain classification,Medium,https://en.wikipedia.org/wiki/Calamosaurus,460
Calamospondylus,Calamospondylus,reed vertebra,Carnivore,3.0,50.0,1.0,Bipedal,Early Cretaceous (Valanginian),Europe (England),Theropod of uncertain identity; historic confusion,1865,"Wealden Beds, Isle of Wight",Possibly same as Calamosaurus; disputed genus,Unknown,https://en.wikipedia.org/wiki/Calamospondylus,461
Callovosaurus,Callovosaurus,Callovian lizard,Herbivore,4.0,300.0,1.5,Bipedal,Middle Jurassic (Callovian),Europe (England),Basal iguanodontian from Oxford Clay,1889,"Oxford Clay Formation, England",Reassigned from Camptosaurus; slender build,Medium,https://en.wikipedia.org/wiki/Callovosaurus,462
Camarillasaurus,Camarillasaurus,Camarillas lizard,Carnivore,4.5,400.0,2.0,Bipedal,Early Cretaceous (Barremian),Europe (Spain),Theropod of uncertain classification; possibly spinosaurid,1998,"Camarillas Formation, Spain",Vertebrae and teeth suggest spinosaur traits,Medium,https://en.wikipedia.org/wiki/Camarillasaurus,463
Camelotia,Camelotia,from Camelot,Herbivore,10.0,2000.0,3.5,Quadrupedal,Late Triassic (Rhaetian),Europe (England),Basal sauropodomorph; long neck and tail,1888,"Westbury Formation, England",Among largest Triassic herbivores in Europe,Low,https://en.wikipedia.org/wiki/Camelotia,464
